PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI_Bucket
25.51,52.54,7.94,15.12,15.9,7.78,0.97,7.53,45.49,Satisfactory
31.27,61.65,6.1,16.67,18.68,6.93,1.06,6.45,45.88,Satisfactory
30.55,59.67,5.83,13.65,15.88,6.37,0.97,5.17,42.77,Satisfactory
27.46,49.53,11.34,10.02,12.15,6.42,0.88,5.66,45.7,Satisfactory
27.12,54.5,4.9,11.21,12.5,5.09,0.96,5.54,40.42,Satisfactory
21.74,41.48,6.99,8.39,9.77,5.09,0.87,6.32,42.23,Satisfactory
25.26,46.73,7.27,7.82,10.05,4.87,0.85,5.9,38.14,Satisfactory
25.07,46.63,5.59,8.44,11.58,4.91,0.88,5.55,42.63,Satisfactory
29.67,52.78,3.34,8.37,11.17,3.86,0.96,4.42,53.93,Satisfactory
28.9,54.61,3.34,8.43,11.03,4.26,0.94,5.04,49.23,Satisfactory
18.2,45.16,3.57,9.41,9.53,6.06,0.77,5.81,36.25,Satisfactory
20.38,48.86,7.66,8.49,10.76,7.48,0.72,7.88,35.2,Satisfactory
19.28,49.22,7.39,7.91,10.18,7.1,0.65,6.65,40.33,Satisfactory
15.98,48.32,7.47,7.98,10.28,7.32,0.67,6.46,36.55,Satisfactory
23.01,56.02,7.49,7.13,9.85,8.01,0.68,7.38,38.57,Satisfactory
27.02,56.3,5.27,7.28,9.19,6.64,0.6,6.11,46.56,Satisfactory
28.89,55.61,5.38,8.15,11.04,5.46,0.48,5.47,44.84,Satisfactory
25.56,46.5,5.46,9.01,12.11,5.33,0.46,4.28,37.6,Satisfactory
16.88,31.28,4.32,10.18,13.71,5.55,0.32,4.24,30.17,Satisfactory
18.57,35.34,5.7,9.56,12.7,4.97,0.46,6.0,34.58,Satisfactory
18.85,37.62,5.44,8.86,12.09,4.39,0.47,5.79,51.56,Satisfactory
19.06,45.18,3.37,7.91,9.92,4.37,0.52,5.76,46.01,Satisfactory
17.15,43.1,5.35,7.61,10.94,4.08,0.51,5.4,39.11,Satisfactory
20.62,49.68,5.58,7.52,11.12,4.2,0.5,5.29,35.92,Satisfactory
22.32,46.43,3.16,6.32,8.44,4.12,0.49,5.43,39.28,Satisfactory
24.24,52.42,5.43,7.3,10.89,4.0,0.51,5.7,43.58,Satisfactory
23.55,49.73,5.5,6.46,10.24,4.02,0.49,6.31,40.95,Satisfactory
18.34,35.83,5.47,5.66,9.68,4.04,0.46,5.28,36.84,Satisfactory
15.59,26.06,5.9,6.31,10.07,6.14,0.49,5.9,36.95,Good
14.81,26.14,5.08,6.76,10.11,6.7,0.5,6.13,40.74,Satisfactory
13.37,21.02,5.0,6.13,9.38,5.66,0.42,5.17,42.84,Satisfactory
10.74,20.13,5.07,6.07,9.55,4.97,0.38,5.05,28.32,Good
15.01,27.65,3.25,7.99,9.71,6.01,0.48,5.8,29.78,Good
13.77,31.6,5.61,8.41,12.1,6.16,0.49,5.74,32.43,Satisfactory
15.9,30.51,5.53,8.4,12.05,5.94,0.48,5.72,33.23,Satisfactory
15.97,35.6,5.62,8.08,11.93,6.01,0.42,5.17,29.95,Good
15.73,38.65,3.5,7.8,9.99,5.83,0.43,5.51,30.46,Satisfactory
18.42,41.47,7.02,8.36,13.06,5.89,0.45,5.31,30.76,Satisfactory
23.19,57.7,5.3,6.97,10.66,5.54,0.4,5.57,35.45,Satisfactory
14.13,34.27,5.6,8.98,12.48,5.65,0.49,5.5,42.41,Satisfactory
23.84,44.32,6.27,10.01,13.8,5.73,0.44,5.62,44.55,Satisfactory
18.54,34.48,6.17,9.67,13.35,5.93,0.51,5.52,38.97,Satisfactory
20.57,48.19,6.28,9.52,13.56,5.84,0.46,5.32,39.23,Satisfactory
17.43,43.59,5.67,8.01,11.8,5.71,0.45,5.29,34.11,Satisfactory
23.64,48.64,5.75,7.73,11.75,5.78,0.49,5.4,40.83,Satisfactory
18.36,47.16,3.01,5.68,7.91,5.59,0.46,5.36,38.72,Satisfactory
25.86,47.67,16.54,8.81,23.24,16.12,0.45,5.42,36.06,Satisfactory
25.74,54.3,26.19,9.57,33.73,26.08,0.47,5.23,42.54,Satisfactory
20.76,45.58,26.29,11.07,34.8,26.58,0.58,5.68,37.83,Satisfactory
18.51,47.43,27.93,11.05,35.5,25.58,0.51,6.11,29.32,Satisfactory
13.96,36.69,26.05,10.21,33.45,25.69,0.47,5.19,24.44,Satisfactory
15.85,39.05,26.69,11.5,35.24,26.23,0.58,5.46,26.44,Satisfactory
14.9,37.16,25.59,7.09,30.83,24.99,0.43,5.92,30.16,Satisfactory
13.68,34.67,26.22,10.53,33.99,25.61,0.53,5.88,24.78,Satisfactory
19.88,52.48,17.16,11.7,24.11,16.68,0.6,5.73,26.32,Satisfactory
12.83,29.49,4.93,10.69,9.56,4.54,0.57,6.3,27.01,Good
15.39,38.91,4.45,11.0,13.08,5.94,0.53,5.26,28.47,Satisfactory
16.76,40.97,6.48,11.74,15.27,6.67,0.49,6.17,34.35,Satisfactory
15.99,31.34,6.23,10.75,14.13,5.68,0.56,5.78,43.58,Satisfactory
15.08,40.82,5.27,6.28,9.96,4.69,0.43,5.91,48.44,Satisfactory
15.7,33.81,6.32,10.31,14.04,6.0,0.53,4.94,47.64,Satisfactory
20.75,44.22,6.86,9.92,14.03,6.27,0.49,4.88,37.95,Satisfactory
20.26,39.46,7.83,10.53,15.48,6.47,0.52,5.15,31.41,Satisfactory
12.19,29.47,6.75,11.68,14.99,5.69,0.5,5.09,32.17,Good
11.41,30.8,7.22,11.6,15.45,5.89,0.54,5.12,35.45,Good
14.91,37.29,7.33,10.08,14.7,6.1,0.51,5.73,25.23,Good
16.15,35.54,5.73,6.67,10.44,4.7,0.43,6.1,32.04,Good
18.14,47.13,8.22,11.59,16.38,6.56,0.53,5.78,21.75,Good
16.22,35.47,7.76,12.74,17.08,6.18,0.62,5.93,25.07,Good
16.68,41.6,8.02,12.73,17.23,6.64,0.54,5.29,27.19,Satisfactory
17.4,40.45,7.21,12.44,16.15,5.96,0.56,6.18,27.9,Satisfactory
12.51,32.58,6.63,12.63,14.93,5.98,0.64,5.53,24.31,Satisfactory
9.86,29.67,8.67,11.45,14.94,5.48,0.61,7.33,26.96,Satisfactory
9.51,17.71,4.85,5.53,8.54,4.29,0.43,6.92,34.17,Good
9.56,16.64,6.81,9.5,13.12,4.89,0.5,5.32,23.69,Good
12.31,22.06,7.57,13.1,18.25,7.55,0.47,4.94,16.83,Good
11.92,23.91,4.73,9.15,12.28,5.13,0.25,4.64,14.84,Good
16.61,34.41,7.87,10.73,17.32,7.86,0.27,3.39,8.66,Good
16.81,36.22,8.15,12.68,18.52,7.49,0.29,3.74,9.92,Good
10.76,23.4,5.12,12.19,10.6,3.88,0.46,6.39,23.05,Good
23.6,49.5,4.86,8.09,9.2,6.04,0.38,6.87,20.87,Good
22.93,45.57,6.4,11.56,14.88,7.44,0.53,6.08,19.07,Good
24.21,42.51,13.87,15.02,23.87,7.02,0.61,6.31,16.1,Good
28.64,48.84,12.96,15.66,23.12,6.59,0.54,6.27,12.38,Good
26.26,46.15,7.89,11.41,16.28,6.37,0.46,6.22,17.69,Satisfactory
17.45,34.44,7.95,7.41,11.95,5.74,0.42,7.35,23.68,Good
28.24,47.31,10.3,13.69,17.64,6.29,0.65,7.19,21.01,Good
24.39,46.31,13.27,12.67,19.7,6.84,0.58,7.66,17.99,Satisfactory
27.92,57.72,10.42,12.51,19.56,8.53,0.54,5.72,15.06,Satisfactory
23.96,48.74,9.26,12.01,17.99,7.9,0.55,6.18,19.28,Satisfactory
20.32,41.01,6.52,11.08,14.82,6.91,0.43,6.04,20.45,Good
19.9,40.99,8.88,11.77,17.46,7.66,0.56,5.35,20.2,Good
15.74,31.24,6.47,7.52,12.11,5.85,0.38,5.56,20.74,Good
16.89,34.27,8.19,10.63,15.98,7.19,0.56,4.98,23.96,Good
28.45,54.74,8.77,14.36,19.22,7.8,0.67,5.36,26.45,Good
34.68,67.22,8.14,12.35,16.73,7.21,0.5,6.54,23.23,Satisfactory
28.01,51.15,8.43,13.57,17.71,7.3,0.51,6.14,27.5,Satisfactory
18.78,32.5,8.81,11.17,14.67,6.34,0.56,6.23,30.8,Good
18.06,36.04,8.19,9.5,12.46,6.57,0.61,8.38,29.89,Good
22.51,43.97,7.0,7.38,9.57,6.09,0.61,8.32,27.73,Good
23.17,46.71,8.87,10.75,12.88,5.65,0.68,8.07,25.61,Good
20.66,41.53,8.65,9.93,12.41,5.88,0.53,8.4,26.0,Good
2.0,35.0,1.68,2.3,2.58,5.62,0.42,6.15,22.1,Good
35.33,84.31,16.95,44.35,34.22,12.06,0.84,5.07,25.24,Satisfactory
40.64,92.73,28.48,52.89,47.01,11.91,1.07,6.57,16.24,Moderate
33.25,77.65,23.32,45.37,39.49,12.77,1.0,8.79,18.38,Satisfactory
26.64,69.68,11.03,36.51,26.0,12.82,0.88,9.97,27.98,Satisfactory
23.92,70.52,13.89,39.01,29.35,12.46,0.89,9.72,24.73,Satisfactory
28.42,84.49,11.59,42.76,29.47,13.49,1.09,8.99,27.01,Satisfactory
35.71,75.77,13.83,48.4,33.88,13.12,1.07,9.33,28.83,Satisfactory
37.09,98.23,14.05,49.9,34.78,13.3,1.09,9.28,33.36,Satisfactory
43.67,103.08,12.1,49.19,32.98,13.52,1.02,6.74,26.01,Moderate
44.76,111.15,10.93,47.01,31.05,13.58,1.1,4.76,33.86,Moderate
41.11,94.44,12.29,48.83,32.94,13.17,1.1,7.73,29.34,Moderate
46.5,96.07,14.93,49.36,35.16,13.99,1.09,11.05,39.16,Satisfactory
33.54,80.51,33.45,65.03,56.61,8.69,1.9,11.57,28.7,Moderate
11.98,103.34,22.54,37.86,35.25,16.1,0.95,19.13,67.74,Moderate
27.32,83.02,6.98,37.5,23.47,14.76,0.78,18.54,47.74,Moderate
22.75,58.38,11.05,37.72,26.61,16.37,0.79,25.13,32.89,Satisfactory
23.34,80.58,32.99,58.13,52.91,13.21,1.34,31.7,42.77,Moderate
24.49,66.8,24.2,43.69,39.32,15.34,0.94,35.21,28.28,Moderate
21.85,68.36,26.31,31.72,34.93,12.91,0.98,28.09,18.39,Satisfactory
23.4,81.96,15.24,29.87,25.91,11.19,1.11,31.45,20.92,Satisfactory
29.12,77.05,8.21,30.77,21.1,15.58,0.89,26.82,41.79,Satisfactory
22.44,68.42,15.19,37.52,29.94,10.37,1.15,30.72,37.79,Satisfactory
23.82,62.12,19.5,34.3,31.25,12.06,1.05,38.43,24.1,Moderate
16.53,44.53,18.54,29.24,28.07,11.49,0.94,46.26,16.92,Satisfactory
18.76,43.55,23.96,29.85,32.4,9.98,1.04,29.69,13.1,Satisfactory
23.64,52.09,22.64,31.32,32.14,11.62,1.1,26.89,13.39,Satisfactory
27.8,82.45,18.95,34.95,31.16,11.67,1.25,32.89,17.76,Satisfactory
24.73,89.99,15.38,33.23,27.66,11.63,1.17,32.63,21.29,Satisfactory
25.74,86.21,13.79,31.69,25.72,7.13,0.96,34.28,25.35,Satisfactory
30.37,92.09,14.75,34.63,27.86,17.47,1.07,27.96,22.94,Satisfactory
36.85,103.97,12.44,43.12,30.27,22.93,1.25,44.65,28.44,Moderate
23.77,96.36,18.46,33.73,30.2,13.62,1.09,37.9,24.9,Moderate
23.39,85.46,10.64,29.54,16.74,13.05,0.64,35.36,29.24,Satisfactory
39.42,107.82,21.52,53.0,17.44,15.32,0.62,47.11,28.33,Satisfactory
34.14,106.86,12.43,41.82,29.63,13.73,1.18,31.44,36.75,Moderate
28.14,93.6,10.66,34.82,24.89,13.82,1.02,35.15,35.95,Moderate
27.92,78.98,14.5,35.64,28.18,13.08,1.07,35.46,25.98,Satisfactory
25.7,80.46,20.26,39.56,34.38,12.96,1.15,26.2,24.28,Satisfactory
28.17,101.92,17.67,38.75,32.06,11.37,1.03,32.12,28.17,Satisfactory
26.93,102.19,16.38,38.95,31.19,10.95,1.1,39.42,33.16,Moderate
33.79,101.42,10.69,38.88,26.9,12.64,1.11,39.92,47.65,Moderate
33.73,102.06,8.33,33.98,22.76,13.38,1.02,35.43,42.24,Moderate
38.2,107.83,6.13,33.87,21.06,13.87,0.98,31.97,57.54,Moderate
47.01,111.73,8.58,36.96,24.39,13.95,1.17,37.63,49.99,Moderate
31.59,97.97,10.01,33.61,23.78,12.53,0.87,37.4,44.39,Moderate
30.39,89.86,11.86,38.65,29.1,12.71,0.86,38.41,42.86,Satisfactory
30.35,77.62,14.44,35.76,28.26,10.98,0.79,28.78,44.58,Satisfactory
32.44,72.64,17.68,28.77,27.26,12.54,0.64,30.59,41.06,Satisfactory
17.78,63.29,10.06,23.5,18.95,10.75,0.39,28.17,35.82,Satisfactory
9.53,32.93,6.68,12.87,11.25,10.66,0.43,11.18,43.5,Satisfactory
8.91,34.51,6.21,12.77,10.85,9.96,0.41,11.8,41.29,Satisfactory
10.56,35.2,8.47,12.97,12.65,9.48,0.47,12.63,38.43,Satisfactory
26.85,54.03,12.01,27.72,22.46,9.75,0.6,27.67,48.49,Satisfactory
29.45,66.39,12.64,38.84,28.34,8.69,0.8,37.97,41.44,Satisfactory
26.88,74.2,9.94,30.88,22.46,8.49,0.64,36.41,39.52,Satisfactory
26.75,57.16,18.67,32.96,29.98,7.5,0.79,27.0,19.97,Satisfactory
37.11,57.14,13.96,26.57,23.37,8.45,0.46,21.12,17.67,Satisfactory
42.4,91.61,17.32,35.13,32.18,8.91,0.79,28.26,58.59,Moderate
42.73,94.73,16.83,37.04,30.6,10.34,0.66,24.68,46.0,Moderate
42.7,101.98,15.86,42.25,32.4,11.0,0.7,31.11,40.2,Satisfactory
46.08,91.88,12.73,36.83,27.44,12.77,0.69,34.53,40.09,Satisfactory
63.33,98.79,26.4,41.67,39.99,13.62,1.06,30.31,27.79,Satisfactory
52.77,88.89,19.96,39.21,33.93,10.4,0.87,30.83,70.49,Moderate
41.43,79.75,17.8,33.77,29.73,18.81,0.71,31.09,72.47,Moderate
22.89,54.42,16.53,28.03,25.98,17.05,0.59,18.84,27.81,Satisfactory
28.28,55.62,18.71,23.62,25.46,11.15,0.73,15.97,32.27,Satisfactory
13.46,27.95,6.94,14.2,12.09,10.1,0.51,12.08,42.39,Satisfactory
24.93,47.83,9.28,25.39,19.28,9.54,0.58,20.6,37.3,Satisfactory
33.68,71.78,13.95,36.89,28.37,10.65,0.78,35.63,25.04,Satisfactory
39.38,79.07,11.08,36.34,25.96,9.04,0.66,41.44,31.44,Satisfactory
36.02,92.91,20.75,39.78,34.87,7.14,0.58,25.49,57.61,Moderate
13.75,29.45,7.76,14.05,14.1,12.09,0.4,10.11,26.54,Good
12.67,27.2,5.69,8.62,8.45,15.01,0.42,15.35,38.02,Satisfactory
19.93,33.15,10.92,20.31,18.05,11.57,0.94,15.79,35.97,Satisfactory
27.57,55.19,16.3,35.71,29.57,9.9,1.27,19.36,22.13,Satisfactory
23.78,51.23,11.29,26.18,21.16,9.16,1.02,15.03,30.47,Satisfactory
36.71,64.6,26.67,36.36,39.43,8.64,1.3,19.0,25.59,Satisfactory
62.52,103.15,55.13,56.17,70.43,9.34,1.91,20.52,16.48,Moderate
72.4,118.07,30.97,45.89,46.51,9.35,1.44,11.11,21.68,Moderate
60.73,92.72,24.07,44.06,39.43,12.31,1.28,18.29,25.04,Moderate
54.76,96.82,34.71,50.32,51.48,14.59,1.3,22.54,17.98,Moderate
40.24,72.92,20.02,38.29,35.6,12.82,1.01,16.68,25.81,Satisfactory
71.57,99.21,31.72,43.55,44.87,10.45,1.18,16.61,53.92,Moderate
42.06,113.21,16.29,43.26,34.26,12.73,0.82,29.0,42.97,Moderate
44.1,93.36,24.07,45.35,41.13,14.02,1.03,24.17,25.85,Moderate
53.43,101.42,24.25,44.43,40.98,15.85,1.03,25.07,20.23,Satisfactory
51.42,94.82,28.9,41.1,44.03,16.59,0.97,17.9,31.39,Moderate
37.61,79.35,27.42,42.34,41.06,16.35,0.76,13.62,19.19,Satisfactory
50.36,102.59,37.53,50.06,53.46,14.86,1.23,20.11,11.78,Satisfactory
43.12,87.66,18.73,42.1,34.46,14.2,0.82,19.9,16.01,Satisfactory
45.73,92.35,23.78,40.62,38.55,14.28,1.06,22.14,26.02,Satisfactory
43.88,83.88,22.09,30.35,31.25,15.63,1.15,11.31,28.35,Moderate
89.96,94.0,37.46,88.72,71.16,12.63,1.34,17.6,14.47,Moderate
65.83,112.08,18.3,45.39,37.2,16.54,1.1,14.24,47.41,Moderate
66.14,105.53,10.22,50.18,33.13,16.96,1.04,12.48,42.08,Moderate
64.67,112.79,12.26,56.35,37.63,14.86,1.13,15.17,43.97,Moderate
64.92,101.08,18.34,60.75,43.29,14.18,1.23,13.5,33.92,Moderate
66.93,100.71,23.2,68.56,51.78,15.93,1.34,18.09,28.29,Moderate
62.97,103.08,17.85,67.64,46.25,9.58,1.19,26.49,30.0,Moderate
63.12,103.67,33.73,83.01,60.72,14.34,1.5,33.28,38.47,Moderate
60.85,108.64,26.17,62.1,50.81,18.51,1.29,22.65,39.3,Moderate
63.31,96.76,21.42,67.62,48.9,19.04,1.21,15.88,44.27,Moderate
47.62,101.06,4.61,26.48,17.43,17.51,0.8,12.67,53.25,Moderate
44.65,76.94,7.7,32.65,22.73,18.43,1.01,6.99,53.31,Moderate
44.44,81.9,4.92,25.0,18.04,14.71,0.86,7.73,26.08,Satisfactory
44.81,74.15,4.97,24.3,15.52,12.08,0.79,14.42,44.42,Satisfactory
58.43,96.69,4.27,29.01,19.39,11.75,0.97,10.38,52.16,Satisfactory
64.91,93.18,9.34,43.66,29.3,10.9,1.06,11.89,38.43,Moderate
37.5,65.46,4.61,19.09,13.81,10.7,0.77,7.61,34.08,Satisfactory
29.34,53.15,5.17,18.55,13.97,10.38,0.77,9.45,36.52,Satisfactory
12.94,30.1,7.27,17.48,13.97,8.39,0.67,5.62,24.79,Satisfactory
18.14,36.89,7.57,21.59,16.19,7.69,0.71,8.4,31.53,Satisfactory
48.11,92.4,13.64,45.09,32.12,8.72,1.05,14.04,38.94,Satisfactory
71.88,112.68,10.83,54.12,35.49,9.21,1.21,12.59,40.8,Moderate
67.16,105.6,24.19,70.94,46.62,10.33,1.46,18.95,34.74,Moderate
63.98,104.47,31.77,71.81,58.66,12.69,1.61,26.27,39.16,Moderate
60.85,101.39,19.14,51.12,32.27,15.22,1.81,32.42,29.42,Moderate
68.5,94.0,24.41,61.14,49.08,15.74,1.64,19.71,56.0,Moderate
56.0,94.0,16.46,60.94,43.0,16.97,1.62,19.54,67.32,Moderate
78.65,120.82,3.86,28.57,16.77,15.63,1.2,8.27,80.0,Moderate
77.51,115.91,3.53,26.66,16.63,14.09,1.15,9.79,75.77,Moderate
68.7,106.53,3.72,26.07,16.54,12.74,1.13,8.59,70.65,Moderate
72.89,108.85,3.44,23.94,15.26,12.01,1.18,10.66,92.13,Moderate
76.4,120.03,3.77,31.02,18.94,11.23,1.14,12.94,97.23,Moderate
71.11,122.95,4.09,33.96,18.8,10.81,1.11,12.68,91.7,Moderate
64.44,113.83,11.55,61.25,38.44,10.06,1.45,17.52,56.33,Moderate
66.78,107.4,15.84,63.11,42.55,10.25,1.53,16.82,56.55,Moderate
66.07,110.91,19.17,68.27,45.92,12.38,1.59,18.76,48.74,Moderate
63.54,100.06,29.12,72.33,50.9,13.21,1.74,22.0,41.06,Moderate
60.96,109.68,32.81,71.71,57.21,17.92,1.71,22.92,42.1,Moderate
61.68,102.75,27.7,81.21,51.17,19.94,1.6,25.38,40.32,Moderate
61.23,102.48,33.02,85.44,55.92,21.23,1.64,25.54,38.35,Moderate
63.17,96.29,34.01,80.13,65.55,23.54,1.68,40.55,43.78,Moderate
61.53,102.83,21.07,69.96,49.77,21.14,1.58,20.38,53.4,Moderate
68.77,105.94,15.35,63.18,42.25,20.06,1.55,23.3,61.76,Moderate
63.62,103.65,28.1,68.05,49.0,17.8,1.64,24.5,57.9,Moderate
66.66,99.53,26.05,71.79,54.43,17.33,1.53,21.3,63.94,Moderate
66.92,108.85,3.95,25.19,16.29,14.95,1.0,11.07,85.63,Moderate
41.55,80.48,5.24,30.56,19.88,12.69,0.99,6.67,58.45,Satisfactory
32.6,67.24,4.72,26.56,17.54,12.21,0.94,8.0,55.43,Satisfactory
52.58,93.04,3.81,24.96,14.98,13.43,0.98,6.34,88.45,Moderate
74.8,113.48,4.47,30.06,19.03,12.76,1.06,8.32,86.68,Moderate
43.18,77.91,4.38,28.66,18.28,11.01,1.0,10.04,76.9,Moderate
50.53,64.11,6.98,36.44,22.96,11.29,1.04,27.9,68.2,Satisfactory
64.4,80.16,21.16,58.46,44.28,13.02,1.49,34.58,56.16,Moderate
65.44,102.77,11.34,57.17,37.35,14.36,1.41,37.75,68.11,Moderate
57.84,116.72,4.68,36.03,22.09,12.89,1.19,35.72,91.9,Moderate
46.03,95.57,4.18,20.92,13.28,11.64,1.02,33.88,84.98,Moderate
40.99,71.42,4.2,18.21,13.03,10.59,0.96,34.07,87.04,Moderate
48.07,84.67,3.86,18.08,13.73,10.72,0.96,32.54,93.76,Moderate
62.66,102.67,4.05,22.56,15.08,12.02,1.15,31.35,90.96,Moderate
71.8,117.17,4.18,30.64,19.09,11.53,1.18,31.52,83.67,Moderate
52.28,113.57,8.7,46.05,29.97,9.93,1.14,32.89,61.72,Moderate
69.5,104.08,24.59,65.42,49.38,11.01,1.49,31.48,52.04,Moderate
59.38,107.2,36.33,67.64,59.39,12.79,1.48,18.63,56.03,Moderate
64.2,104.71,25.37,74.72,56.34,14.22,1.55,18.98,56.84,Moderate
61.85,100.85,34.99,77.27,56.04,14.55,1.53,19.86,58.88,Moderate
63.14,99.22,42.75,77.15,65.42,17.05,1.82,23.87,54.52,Moderate
67.26,102.33,36.66,77.47,64.63,17.05,1.84,21.77,51.71,Moderate
65.86,96.71,40.45,71.11,52.61,16.19,1.67,20.15,50.28,Moderate
79.29,123.67,19.87,48.03,37.06,14.96,1.48,18.57,83.35,Moderate
63.52,101.09,50.66,64.9,68.48,16.48,1.63,14.27,46.2,Moderate
66.59,108.45,31.18,53.96,53.86,15.33,1.55,12.91,55.78,Moderate
56.0,94.0,4.13,41.25,24.23,18.3,1.52,11.0,92.97,Moderate
56.0,94.0,20.37,57.45,44.24,17.17,1.69,8.02,65.25,Moderate
56.0,94.0,29.71,53.1,49.12,15.55,1.67,5.13,65.98,Moderate
71.19,112.65,19.61,55.17,42.59,13.73,1.57,6.8,56.32,Moderate
63.51,97.56,9.2,38.43,25.57,11.49,1.38,1.44,55.05,Moderate
38.25,77.84,4.34,33.05,19.33,11.28,1.1,1.23,49.63,Moderate
62.3,101.33,32.35,42.11,46.79,13.2,1.32,6.48,50.55,Satisfactory
66.77,100.24,14.68,46.67,34.77,15.92,1.39,4.81,64.8,Moderate
68.9,105.73,4.1,29.76,17.58,15.04,1.27,5.03,92.19,Moderate
69.58,123.12,8.34,39.5,26.54,13.31,1.22,7.2,85.63,Moderate
47.15,88.98,28.39,59.46,50.1,12.24,1.41,6.3,54.57,Moderate
57.31,92.42,26.36,51.83,42.99,11.47,1.35,3.42,56.85,Moderate
56.08,95.9,30.36,60.14,51.93,12.74,1.46,6.48,47.06,Moderate
61.58,96.12,37.11,63.83,59.85,13.36,1.5,13.46,39.83,Moderate
55.21,97.03,23.46,52.63,46.57,13.92,1.36,16.88,41.86,Moderate
66.21,107.1,29.48,41.29,42.14,14.6,1.28,7.78,49.79,Moderate
71.24,111.64,4.86,28.97,18.79,15.76,1.21,4.35,76.59,Moderate
73.17,113.17,3.86,18.95,13.18,13.54,0.95,3.3,90.96,Moderate
76.86,123.73,3.89,23.54,15.42,13.1,0.98,4.77,105.22,Moderate
67.81,108.77,10.99,57.83,37.45,13.76,1.42,8.65,64.86,Moderate
68.03,111.45,21.88,68.69,50.86,14.33,1.54,18.4,67.78,Moderate
62.88,102.81,19.8,70.47,50.17,14.2,1.48,15.37,60.23,Moderate
77.1,107.71,4.09,30.17,18.84,13.78,1.1,5.99,104.87,Moderate
80.78,122.62,4.28,29.97,18.88,14.36,1.11,4.71,109.76,Moderate
80.65,120.43,4.27,33.64,20.69,17.02,1.21,12.21,153.23,Poor
74.57,122.65,4.4,33.51,19.58,12.92,1.18,3.76,103.82,Moderate
63.88,114.71,11.79,51.04,32.67,12.48,1.26,8.36,73.47,Moderate
55.47,103.58,23.55,56.26,44.97,14.51,1.31,6.47,55.26,Moderate
68.84,118.21,4.66,30.0,16.93,14.17,1.05,7.12,94.31,Moderate
82.19,127.59,3.74,25.96,15.4,15.25,1.12,4.77,100.61,Moderate
68.09,106.33,15.05,36.01,29.2,15.4,1.26,6.49,64.59,Moderate
90.15,165.54,53.09,46.57,66.39,12.61,1.57,19.63,40.84,Moderate
68.13,109.16,13.95,23.93,21.48,12.54,0.84,9.77,48.52,Moderate
84.78,144.43,24.92,26.01,30.95,13.7,1.3,10.28,61.69,Moderate
95.17,154.56,20.56,40.05,34.62,13.6,1.26,11.5,42.12,Poor
93.11,149.8,18.12,41.89,36.92,12.94,1.36,9.69,39.06,Poor
64.85,125.5,20.28,30.29,32.47,11.71,0.77,7.15,52.79,Moderate
95.92,172.76,30.03,45.33,48.49,12.74,1.42,10.41,43.94,Moderate
96.96,170.32,36.16,44.16,52.84,12.37,1.87,20.63,32.07,Poor
98.42,191.04,21.82,53.95,44.32,12.88,1.09,17.72,37.53,Poor
90.31,159.65,14.53,50.7,36.97,13.9,1.31,11.52,34.48,Poor
86.33,161.9,10.63,41.98,30.96,13.41,0.95,14.14,38.68,Moderate
97.24,177.05,15.93,54.72,42.07,14.31,1.07,17.66,45.07,Moderate
108.49,191.72,23.48,51.15,46.26,13.4,1.1,14.45,40.81,Poor
90.15,158.52,11.15,50.13,35.73,12.76,0.95,10.94,32.96,Poor
72.66,134.1,14.45,38.14,32.05,11.97,0.81,8.28,39.94,Moderate
50.1,92.38,8.21,24.89,19.92,10.5,0.68,3.41,47.33,Moderate
47.32,108.45,17.57,29.69,30.07,9.05,0.74,5.12,43.6,Moderate
54.3,122.19,22.18,31.76,34.87,6.86,1.3,4.77,32.83,Moderate
74.8,181.65,40.55,51.11,60.16,9.42,1.57,10.04,39.01,Moderate
103.57,205.91,44.55,67.56,72.12,14.22,1.74,31.92,40.03,Poor
69.93,177.61,26.33,51.53,48.77,11.25,1.5,14.76,37.05,Moderate
90.56,171.09,28.42,50.92,46.29,12.55,1.48,15.12,40.75,Moderate
78.47,143.79,6.54,41.19,27.23,12.33,0.86,17.2,34.93,Moderate
78.02,138.38,12.65,39.22,31.1,11.86,1.27,21.8,29.06,Moderate
61.52,116.64,13.59,34.28,29.23,10.79,1.24,14.93,28.19,Moderate
48.68,110.73,12.59,32.48,27.48,10.06,1.22,20.24,25.74,Moderate
50.3,116.4,15.84,36.34,32.17,10.0,1.28,25.92,20.73,Moderate
51.17,93.34,10.66,25.74,22.34,10.25,1.01,18.59,28.0,Moderate
54.92,100.52,11.29,26.63,23.31,10.56,1.18,11.52,36.23,Moderate
72.35,120.28,7.05,26.9,20.04,10.58,0.68,13.36,33.81,Moderate
68.0,134.8,15.89,33.52,30.71,10.38,1.22,10.82,32.05,Moderate
67.1,124.23,19.87,32.02,33.1,10.23,1.17,10.37,31.9,Moderate
84.69,175.98,31.39,50.97,52.59,10.46,1.41,25.77,46.36,Moderate
72.19,142.93,19.01,47.3,40.53,10.9,0.83,14.73,53.58,Moderate
76.47,174.14,19.99,56.43,46.23,10.42,1.38,15.05,45.82,Moderate
52.09,115.14,11.88,40.5,31.17,9.64,1.16,10.11,34.81,Moderate
29.71,62.1,8.95,26.24,21.24,8.06,0.62,10.14,20.75,Satisfactory
22.3,53.71,22.37,22.88,30.27,8.23,1.01,12.79,15.05,Moderate
