PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI_Bucket
68.79,131.75,8.46,43.74,7.53,18.29,0.0,12.09,43.59,Moderate
85.73,157.28,10.5,53.72,12.36,28.21,0.0,34.99,49.54,Moderate
62.96,124.01,19.88,60.35,16.06,25.86,0.0,19.96,56.94,Moderate
54.98,115.66,10.14,46.64,16.51,17.73,0.0,12.33,53.74,Moderate
44.56,87.45,10.32,35.7,9.92,16.81,0.0,5.74,74.98,Moderate
52.36,96.1,10.06,37.44,9.36,16.25,0.0,3.48,68.59,Moderate
58.81,109.98,9.92,42.23,10.17,16.49,0.0,8.29,76.03,Moderate
68.29,141.85,10.64,52.03,12.26,17.59,0.0,13.7,82.95,Moderate
56.73,117.29,9.79,45.95,10.79,18.65,0.0,11.04,98.75,Moderate
64.14,136.36,17.54,52.4,8.17,17.5,0.0,18.17,61.34,Moderate
93.54,188.21,8.44,60.66,11.41,26.73,0.0,25.9,42.44,Moderate
83.13,163.13,7.1,51.31,8.72,22.71,0.0,17.22,45.33,Moderate
70.3,134.14,8.62,45.89,10.47,19.35,0.0,7.48,50.11,Moderate
64.97,108.1,8.71,35.98,7.61,15.93,0.0,5.02,67.42,Moderate
62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,Moderate
66.1,129.76,13.81,40.94,12.43,17.52,0.08,10.89,38.79,Moderate
85.12,173.28,12.04,46.28,14.03,22.99,0.11,23.38,40.55,Moderate
82.76,203.34,13.26,46.37,15.73,26.52,0.28,29.72,37.61,Moderate
75.46,197.99,15.75,46.97,15.11,27.44,0.24,33.86,39.71,Moderate
63.58,163.83,10.87,40.25,9.18,31.66,0.23,27.84,50.72,Moderate
57.61,157.84,8.41,35.93,8.46,39.69,0.25,22.31,39.94,Moderate
53.34,144.79,11.52,44.31,13.02,22.19,0.24,25.23,39.26,Moderate
65.52,167.51,12.37,46.93,13.69,30.84,0.27,20.72,49.52,Moderate
72.0,184.43,13.74,48.13,14.06,29.77,0.28,24.77,52.2,Moderate
68.68,178.16,14.91,44.73,14.36,41.8,0.21,30.71,56.79,Moderate
80.73,198.07,9.99,46.49,13.6,47.49,0.21,40.3,51.85,Moderate
64.09,163.99,10.4,44.5,12.84,29.14,0.22,26.83,57.97,Moderate
55.13,148.99,12.48,39.79,11.67,29.39,0.28,17.65,64.27,Moderate
69.06,177.21,13.34,45.33,13.98,40.73,0.23,27.21,64.43,Moderate
63.3,161.94,7.64,38.86,9.94,25.67,0.24,15.45,38.61,Moderate
57.86,130.83,7.72,29.63,8.8,18.51,0.19,10.31,42.14,Moderate
28.95,87.02,7.66,25.79,7.97,17.57,0.14,7.43,51.83,Moderate
32.73,90.8,7.83,25.01,7.66,18.84,0.16,10.15,68.85,Moderate
31.06,69.14,7.81,19.79,6.75,15.43,0.14,14.85,55.32,Moderate
42.16,106.15,8.94,28.0,8.86,17.68,0.17,9.61,50.93,Moderate
35.62,80.09,7.05,17.76,6.07,14.61,0.14,12.29,55.68,Moderate
45.6,118.95,8.68,28.85,8.91,16.96,0.13,13.64,57.87,Moderate
77.14,189.5,13.65,45.09,14.68,24.9,0.2,19.6,47.16,Moderate
30.97,89.71,8.47,24.09,8.42,13.14,0.12,9.13,42.43,Moderate
30.33,111.84,9.63,33.13,10.18,8.95,0.11,12.9,43.3,Moderate
43.8,146.18,11.64,41.87,12.69,15.42,0.16,22.58,44.15,Moderate
63.7,181.89,11.59,42.87,12.28,32.61,0.21,25.87,52.81,Moderate
50.64,132.94,9.56,37.51,11.09,26.41,0.16,17.73,50.11,Moderate
21.27,57.52,8.25,18.26,6.57,13.73,0.11,7.85,41.95,Satisfactory
27.44,44.62,9.18,24.38,8.05,12.84,0.11,7.14,42.8,Satisfactory
54.73,118.8,12.86,45.98,14.49,21.57,0.16,17.35,39.39,Satisfactory
67.57,186.0,20.68,52.24,17.22,33.02,0.2,21.64,34.77,Moderate
63.1,216.97,17.42,54.07,17.35,40.79,0.19,24.11,29.02,Moderate
52.04,186.28,15.13,43.35,12.52,41.5,0.19,24.0,25.22,Moderate
61.33,191.22,13.78,50.59,14.69,33.24,0.17,29.93,41.21,Moderate
60.92,175.69,12.57,52.0,14.03,26.07,0.17,21.17,68.16,Moderate
60.33,158.98,12.2,48.25,13.65,21.52,0.23,10.61,64.54,Moderate
54.59,135.47,10.5,42.79,11.92,19.77,0.17,11.49,64.9,Moderate
60.55,148.34,9.42,41.27,11.22,24.64,0.19,14.86,63.64,Moderate
62.45,152.69,9.35,38.24,10.57,19.94,0.17,12.7,65.94,Moderate
57.61,144.64,9.53,39.4,10.9,17.01,0.16,13.08,66.96,Moderate
51.42,128.17,9.57,38.28,10.72,16.62,0.16,10.89,57.96,Moderate
49.28,117.75,9.55,33.72,10.29,15.1,0.16,6.55,57.0,Moderate
47.02,122.96,9.2,35.07,10.75,15.91,0.17,8.66,54.3,Moderate
45.77,119.32,9.23,35.7,10.05,16.73,0.15,8.68,62.1,Moderate
44.15,117.72,9.09,30.98,8.99,14.2,0.14,6.09,59.95,Moderate
51.9,144.41,10.08,41.35,11.47,15.37,0.16,8.48,49.08,Moderate
50.37,125.87,9.17,34.02,9.63,14.48,0.15,7.24,53.76,Moderate
43.52,105.3,9.33,30.44,8.9,15.11,0.14,10.83,55.87,Moderate
47.15,98.46,9.49,29.71,8.89,12.67,0.15,7.18,43.12,Moderate
44.33,118.21,6.25,36.95,9.88,20.89,0.16,9.13,39.14,Satisfactory
48.68,119.71,9.41,32.91,10.06,14.76,0.14,9.66,48.79,Moderate
68.34,186.2,11.67,38.38,11.62,19.05,0.2,16.14,41.4,Moderate
77.56,193.33,16.76,49.22,23.27,17.48,0.29,14.15,36.76,Moderate
67.48,184.29,4.95,39.61,11.11,22.74,0.21,17.04,46.58,Moderate
77.94,235.99,13.35,52.07,16.81,33.95,0.23,30.86,41.49,Moderate
158.04,485.88,38.01,70.52,16.42,51.93,0.3,70.39,10.79,Moderate
59.32,161.14,9.86,37.36,11.15,26.62,0.15,18.52,64.29,Moderate
60.92,155.57,8.26,32.52,10.17,23.64,0.17,16.51,53.34,Moderate
57.68,161.11,6.46,29.2,9.42,16.22,0.16,15.79,46.79,Moderate
56.31,172.7,8.75,28.75,8.96,16.17,0.15,14.29,41.88,Moderate
68.97,221.35,11.91,41.41,12.46,28.4,0.23,23.3,41.35,Moderate
70.99,219.74,10.84,45.1,13.09,23.76,0.25,22.43,56.8,Moderate
57.04,157.84,8.37,27.79,8.08,30.84,0.14,9.25,50.43,Moderate
49.73,155.18,8.94,35.29,10.53,41.98,0.12,15.24,48.24,Moderate
45.5,146.01,9.86,37.88,11.26,26.61,0.13,15.64,48.44,Moderate
53.51,173.04,12.27,42.5,13.91,36.91,0.19,19.01,42.89,Moderate
58.3,187.29,14.55,42.34,13.23,45.33,0.16,23.97,36.37,Moderate
57.26,195.54,12.62,40.89,12.81,32.1,0.17,19.79,33.12,Moderate
55.63,186.41,13.26,42.61,16.03,26.05,0.18,27.37,35.6,Moderate
61.48,178.52,7.13,51.82,10.74,30.94,0.06,19.33,26.72,Moderate
63.36,195.29,12.52,45.42,15.74,36.73,0.19,22.7,48.36,Moderate
37.64,90.98,8.81,23.58,8.78,33.13,0.09,5.2,70.21,Moderate
27.39,97.09,6.2,29.07,8.18,38.26,0.09,10.98,59.6,Moderate
24.73,71.82,6.14,25.71,8.76,25.94,0.1,11.4,55.85,Satisfactory
24.54,68.79,6.44,26.4,8.54,26.54,0.09,11.13,45.05,Satisfactory
29.34,70.91,5.92,21.73,7.49,25.34,0.1,5.69,64.01,Moderate
37.31,85.68,6.09,25.09,8.5,34.75,0.11,4.14,54.45,Moderate
43.24,111.88,6.23,26.06,9.73,22.03,0.15,8.28,52.6,Moderate
40.48,113.26,6.06,24.97,10.1,16.38,0.15,8.41,65.03,Moderate
38.11,89.14,5.12,25.56,7.62,24.02,0.11,11.54,50.37,Moderate
27.81,82.02,3.79,18.72,4.24,14.29,0.06,10.16,62.99,Moderate
32.95,91.33,5.63,41.36,9.72,38.95,0.06,10.25,53.25,Moderate
31.54,71.48,5.72,56.78,17.44,54.45,0.16,5.59,93.07,Moderate
30.22,66.24,8.1,72.96,22.12,50.53,0.14,3.96,57.35,Moderate
34.8,77.97,5.0,36.6,11.62,23.81,0.15,4.51,53.61,Satisfactory
36.41,94.82,5.08,38.77,11.38,25.46,0.14,5.92,45.63,Satisfactory
40.68,101.34,5.06,42.42,10.51,23.54,0.15,4.93,44.74,Moderate
35.14,80.34,4.56,30.94,9.21,21.58,0.11,6.38,49.94,Satisfactory
37.13,108.52,4.59,41.07,12.57,18.27,0.11,9.81,37.77,Satisfactory
37.23,102.58,4.41,38.74,11.94,18.51,0.11,8.88,38.04,Moderate
48.21,159.97,5.62,50.64,14.58,33.13,0.13,11.25,32.17,Moderate
45.73,153.81,6.3,49.46,12.42,21.18,0.11,12.25,32.93,Moderate
41.91,143.04,4.73,48.49,12.84,22.07,0.11,10.89,36.62,Moderate
35.78,119.47,2.2,47.98,15.64,44.56,0.16,10.0,39.06,Moderate
38.13,117.36,4.44,51.56,15.38,25.27,0.13,8.43,44.56,Moderate
49.56,173.1,4.69,66.04,18.88,43.01,0.15,12.73,29.12,Moderate
57.16,177.19,5.39,70.75,17.53,39.41,0.17,9.6,30.25,Moderate
39.09,115.26,4.42,45.01,10.87,25.52,0.09,4.46,47.08,Moderate
43.73,135.42,4.5,47.81,11.47,23.05,0.1,7.28,45.06,Moderate
26.99,79.38,4.45,30.37,7.75,18.74,0.07,4.17,43.41,Moderate
26.35,79.05,4.26,35.91,8.8,27.27,0.09,6.47,53.11,Satisfactory
19.02,78.46,4.92,42.99,10.09,28.57,0.06,5.75,41.03,Satisfactory
17.31,78.58,14.07,46.38,14.55,15.98,0.06,10.87,36.63,Satisfactory
11.35,45.33,7.79,22.84,7.79,11.42,0.05,2.78,45.72,Satisfactory
10.04,35.01,8.94,25.83,9.14,9.9,0.06,1.66,48.75,Satisfactory
13.75,45.45,8.57,22.7,7.61,9.17,0.07,3.03,57.96,Moderate
13.78,42.98,8.4,19.42,6.83,14.37,0.07,2.33,53.33,Moderate
14.36,40.42,9.13,24.08,8.73,20.08,0.08,4.09,46.26,Satisfactory
16.11,54.35,8.38,19.2,6.73,21.42,0.07,6.0,54.74,Moderate
17.77,57.12,7.71,21.89,6.76,17.36,0.09,4.06,54.65,Satisfactory
12.3,31.28,6.91,11.7,4.45,11.75,0.07,3.66,48.45,Satisfactory
11.78,27.93,8.21,19.22,8.56,17.27,0.08,2.68,36.3,Satisfactory
17.05,39.07,4.9,20.03,7.59,20.71,0.08,5.5,33.48,Satisfactory
7.84,21.21,8.48,15.62,8.61,25.87,0.1,3.68,36.93,Satisfactory
7.85,18.39,8.52,15.56,7.49,14.78,0.09,2.04,27.75,Satisfactory
5.56,11.67,8.02,8.47,5.4,11.35,0.07,3.57,27.08,Good
6.92,16.59,6.55,17.19,11.45,8.59,0.13,4.03,42.25,Satisfactory
19.65,42.88,7.29,16.5,8.82,8.01,0.25,3.87,54.73,Satisfactory
13.54,30.33,7.07,18.12,8.71,6.99,0.21,3.98,48.18,Satisfactory
9.71,21.19,7.47,14.66,7.72,8.52,0.19,3.1,50.2,Satisfactory
13.07,35.43,7.13,16.86,8.45,5.11,0.23,4.67,52.04,Satisfactory
12.88,33.71,7.04,15.24,6.91,4.9,0.17,4.33,54.45,Satisfactory
7.61,18.66,7.27,11.6,5.97,9.89,0.17,3.95,40.17,Satisfactory
7.38,23.73,7.42,12.26,6.26,5.71,0.14,3.67,39.37,Satisfactory
8.66,29.59,7.47,14.39,6.86,4.72,0.14,11.12,37.42,Satisfactory
11.4,39.16,11.21,18.0,9.3,4.94,0.16,4.17,27.54,Satisfactory
11.48,37.59,8.5,15.64,8.41,5.32,0.18,5.22,29.81,Satisfactory
10.85,39.43,9.06,11.31,6.69,4.9,0.16,5.26,34.33,Satisfactory
11.81,37.65,7.56,13.1,6.56,4.48,0.15,5.17,35.59,Satisfactory
11.79,38.79,7.45,10.8,5.9,4.3,0.14,5.22,33.43,Satisfactory
11.82,36.34,7.7,11.63,5.34,3.92,0.09,5.31,31.88,Satisfactory
8.84,29.13,6.69,14.13,5.9,3.78,0.09,13.04,31.16,Satisfactory
10.38,39.46,7.44,12.42,6.26,3.53,0.18,5.66,32.42,Satisfactory
13.08,53.54,7.23,11.15,5.9,3.45,0.14,5.22,33.21,Satisfactory
10.98,42.56,8.77,12.28,6.83,3.54,0.14,3.86,32.5,Satisfactory
9.75,37.86,7.21,11.87,6.08,3.36,0.13,6.13,31.55,Satisfactory
11.8,46.69,12.34,13.33,9.32,3.46,0.17,6.91,32.11,Satisfactory
15.53,48.65,7.46,13.28,6.56,3.57,0.15,13.54,29.3,Satisfactory
10.4,37.0,7.39,12.88,6.43,3.23,0.16,13.72,30.35,Satisfactory
14.66,45.03,7.62,14.12,6.91,3.63,0.18,7.07,29.56,Satisfactory
14.77,43.48,8.25,16.09,7.86,4.21,0.17,5.99,30.48,Satisfactory
18.19,55.27,7.48,15.37,7.12,5.0,0.15,6.05,34.11,Satisfactory
18.1,47.47,7.34,14.82,6.92,4.05,0.16,6.71,32.87,Satisfactory
15.0,39.94,7.91,17.03,7.62,8.73,0.19,7.42,29.39,Satisfactory
19.31,59.13,8.31,16.31,7.71,4.66,0.16,6.56,26.9,Satisfactory
14.29,47.25,7.8,15.3,7.23,5.08,0.15,5.86,29.41,Satisfactory
14.49,42.92,7.93,12.53,6.55,4.91,0.17,5.98,28.55,Satisfactory
13.9,35.06,8.34,13.56,6.99,4.76,0.14,5.01,27.6,Satisfactory
16.53,63.46,7.95,11.48,6.15,6.42,0.14,6.85,29.24,Satisfactory
10.24,34.05,6.76,8.45,4.41,25.84,0.17,6.48,34.63,Satisfactory
10.78,27.38,6.78,12.06,5.95,18.71,0.16,4.3,31.84,Satisfactory
8.48,18.17,5.28,10.62,4.97,5.02,0.15,2.97,26.27,Good
5.72,14.48,5.47,12.4,5.52,4.38,0.15,3.27,25.0,Good
6.54,16.81,5.06,9.5,4.58,4.54,0.14,3.09,26.17,Good
10.83,34.66,5.01,9.71,4.57,4.26,0.15,4.23,28.25,Good
13.37,53.26,3.28,10.08,4.21,4.02,0.15,5.05,29.49,Satisfactory
15.97,66.76,4.89,11.72,5.1,3.86,0.15,2.96,31.42,Satisfactory
15.62,52.3,5.29,12.84,5.46,6.52,0.15,4.5,29.9,Satisfactory
14.04,56.61,5.28,10.9,5.85,10.26,0.17,4.66,25.83,Satisfactory
16.55,61.4,4.27,12.98,5.39,8.11,0.18,4.65,28.42,Satisfactory
14.43,49.0,5.51,13.97,5.99,4.87,0.16,6.12,28.62,Satisfactory
12.62,41.75,9.44,14.04,7.7,5.12,0.17,3.6,26.67,Satisfactory
15.28,47.66,7.99,14.93,8.08,4.83,0.17,4.23,29.08,Satisfactory
17.5,60.16,8.1,16.64,9.26,5.66,0.2,5.83,27.97,Satisfactory
17.42,57.47,7.22,18.87,10.08,5.48,0.21,5.04,28.83,Satisfactory
16.85,49.6,6.08,17.0,8.77,5.26,0.21,5.57,27.81,Satisfactory
16.78,54.83,5.31,13.74,5.93,5.69,0.2,10.67,26.03,Satisfactory
11.79,34.3,5.24,10.34,4.8,8.63,0.17,5.77,22.38,Satisfactory
13.35,44.95,8.9,18.12,8.43,7.5,0.17,5.55,24.55,Good
20.34,64.87,8.67,20.12,8.91,7.81,0.18,6.57,27.34,Satisfactory
23.03,80.57,8.85,22.47,9.57,8.34,0.17,14.85,28.27,Satisfactory
26.22,81.09,9.46,21.64,9.62,8.4,0.23,4.69,25.05,Satisfactory
24.87,68.32,9.91,19.65,8.13,11.54,0.22,6.76,24.75,Satisfactory
20.47,43.45,8.32,16.75,6.94,8.63,0.27,3.85,25.82,Satisfactory
14.91,32.93,7.46,11.51,5.8,7.58,0.19,5.41,23.33,Satisfactory
17.76,44.97,11.98,15.61,9.04,6.9,0.24,6.22,32.72,Satisfactory
15.1,36.13,9.48,14.19,8.64,6.12,0.25,5.1,32.06,Satisfactory
17.08,37.86,9.71,15.64,9.5,6.28,0.22,4.33,26.67,Satisfactory
20.36,40.24,8.48,14.29,7.96,6.99,0.23,5.62,29.5,Satisfactory
16.4,44.14,8.25,13.37,8.5,4.82,0.22,5.23,28.81,Satisfactory
20.12,56.17,7.78,12.73,6.88,4.92,0.18,4.97,32.41,Satisfactory
21.77,76.01,7.96,15.13,7.23,6.0,0.17,5.32,32.76,Satisfactory
26.6,80.23,8.15,16.09,7.37,5.61,0.17,4.95,29.62,Satisfactory
17.35,36.53,7.61,11.78,5.8,5.09,0.12,4.84,32.33,Satisfactory
7.42,10.54,6.9,8.85,5.15,4.45,0.15,4.18,37.5,Satisfactory
10.89,26.2,5.41,11.31,5.21,4.27,0.16,4.88,38.36,Satisfactory
12.56,37.28,10.15,15.13,8.15,4.52,0.19,6.04,31.68,Satisfactory
15.41,54.16,9.06,16.07,7.95,4.72,0.16,5.01,31.8,Satisfactory
23.63,60.91,6.7,17.43,7.09,5.14,0.21,4.59,31.39,Satisfactory
13.53,32.41,7.91,11.42,6.48,8.07,0.18,3.8,33.12,Satisfactory
11.58,21.88,7.99,9.53,6.55,9.01,0.12,3.99,31.66,Satisfactory
13.1,22.77,7.64,10.5,5.99,6.07,0.17,4.87,30.92,Satisfactory
8.26,12.31,7.31,9.12,5.48,6.84,0.17,4.25,31.84,Satisfactory
6.57,11.4,7.4,9.26,5.74,6.45,0.12,4.4,35.24,Satisfactory
12.26,33.08,7.27,10.14,5.8,5.73,0.17,4.36,32.5,Satisfactory
14.63,49.77,8.41,13.14,7.37,6.68,0.21,12.8,30.67,Satisfactory
19.92,63.66,9.38,14.34,7.62,5.56,0.23,5.16,35.74,Satisfactory
24.42,75.72,12.83,16.47,9.59,6.44,0.22,13.58,32.11,Satisfactory
12.96,37.21,7.66,12.0,6.23,8.13,0.17,6.44,33.41,Satisfactory
17.26,49.36,8.5,16.95,7.97,4.95,0.21,4.92,33.5,Satisfactory
19.86,62.12,8.01,14.47,6.99,5.61,0.18,5.04,41.28,Satisfactory
29.32,70.96,10.13,19.22,8.58,5.72,0.19,4.97,24.76,Satisfactory
40.82,80.64,13.1,19.8,10.17,7.5,0.21,5.23,32.88,Satisfactory
32.63,58.94,9.14,19.17,8.14,6.64,0.18,4.57,39.66,Satisfactory
32.88,57.8,7.56,15.23,6.52,5.53,0.19,5.02,41.62,Satisfactory
18.58,41.91,7.95,15.66,6.21,5.51,0.09,3.32,31.82,Satisfactory
12.34,30.25,8.08,15.36,8.43,5.37,0.21,4.19,32.15,Satisfactory
10.33,27.36,7.92,15.27,7.46,4.47,0.11,4.17,33.02,Satisfactory
17.29,36.34,8.63,17.06,7.56,6.1,0.07,5.03,30.88,Satisfactory
10.44,17.55,8.51,15.62,7.61,4.67,0.05,5.09,34.13,Satisfactory
12.64,27.69,7.97,15.22,7.29,4.0,0.06,4.68,38.0,Satisfactory
10.27,19.92,7.38,13.77,6.37,3.71,0.06,13.08,34.23,Satisfactory
15.67,27.18,10.04,12.72,4.23,3.75,0.04,3.3,31.75,Good
9.17,16.29,6.94,10.48,5.36,3.25,0.04,4.37,34.2,Satisfactory
10.28,19.23,7.19,10.5,5.22,3.21,0.05,4.24,38.84,Satisfactory
9.76,24.64,6.79,10.86,5.52,3.22,0.05,5.12,41.74,Satisfactory
14.88,28.99,6.92,11.41,5.8,3.37,0.05,4.06,37.47,Satisfactory
20.5,35.75,7.3,15.36,8.05,4.29,0.03,4.59,36.6,Satisfactory
29.61,63.17,8.27,17.97,12.7,6.2,0.0,5.13,30.97,Satisfactory
42.0,108.57,11.42,19.98,16.16,7.18,0.0,5.99,29.73,Satisfactory
39.68,87.46,9.51,20.38,12.1,6.51,0.0,5.73,29.35,Satisfactory
45.69,98.84,9.31,20.98,10.8,11.57,0.0,7.2,29.15,Satisfactory
50.36,108.16,9.68,23.27,11.18,12.83,0.0,6.41,28.45,Moderate
45.9,74.16,9.79,20.69,12.51,9.45,0.0,5.29,28.01,Satisfactory
41.57,58.36,8.34,18.5,10.13,8.29,0.0,4.87,31.95,Satisfactory
41.26,61.2,8.11,17.45,8.92,9.81,0.0,5.4,34.25,Satisfactory
31.08,50.52,1.24,11.81,2.95,10.65,0.26,5.12,29.4,Moderate
24.16,36.84,11.69,18.96,9.81,9.53,0.34,6.88,34.69,Satisfactory
49.75,77.06,16.68,22.44,11.72,11.28,0.66,10.46,39.92,Moderate
55.88,89.52,16.52,22.79,11.45,12.98,0.33,8.94,43.05,Moderate
28.48,54.04,11.38,19.44,8.09,10.26,0.21,5.7,32.82,Moderate
22.6,46.38,18.91,24.12,12.33,12.27,0.57,7.36,43.87,Satisfactory
32.08,42.02,10.47,24.14,10.59,8.02,0.29,19.21,36.8,Satisfactory
25.79,41.72,7.6,17.7,6.49,9.24,0.36,4.24,41.5,Moderate
28.04,46.53,26.06,24.18,6.08,8.55,0.1,8.63,70.62,Moderate
27.38,51.78,6.99,25.01,4.63,9.16,0.19,4.3,43.76,Moderate
41.74,69.1,13.72,26.83,5.04,9.37,0.11,4.2,54.35,Moderate
20.48,39.46,8.45,19.29,3.15,8.93,0.08,2.36,79.99,Moderate
33.32,60.37,10.84,25.1,3.74,12.38,0.1,2.46,63.15,Moderate
35.59,61.1,18.84,22.1,3.41,11.88,0.06,4.4,57.62,Satisfactory
72.18,133.53,9.92,36.5,4.69,18.24,0.15,11.19,67.21,Moderate
69.53,137.82,14.42,34.49,5.58,12.5,0.12,4.82,56.47,Moderate
75.46,144.81,8.76,30.6,10.71,11.56,0.31,5.43,57.92,Moderate
78.69,112.82,7.65,20.04,3.38,11.43,0.06,2.02,84.66,Poor
67.18,105.44,7.91,18.74,5.46,10.7,0.1,10.49,81.47,Moderate
65.39,98.82,7.56,17.27,2.55,10.52,0.07,3.29,68.38,Moderate
53.78,83.34,7.98,21.46,5.48,12.09,0.19,5.28,53.28,Moderate
63.35,97.66,8.24,24.35,2.17,14.58,0.06,5.02,40.66,Moderate
70.46,147.82,14.32,25.47,4.19,14.16,0.12,7.7,58.83,Moderate
63.38,141.15,12.1,43.37,32.64,14.57,0.79,16.79,53.67,Moderate
68.21,149.12,14.71,46.37,36.6,14.02,1.19,14.94,58.62,Moderate
69.73,141.02,9.19,37.68,27.41,15.88,1.06,17.59,63.67,Moderate
66.51,126.96,10.34,37.44,27.54,16.61,1.04,20.33,55.23,Moderate
49.62,97.93,9.76,35.86,23.05,16.9,0.58,13.5,51.23,Moderate
32.45,68.47,9.03,31.18,19.93,13.16,0.52,13.78,47.67,Satisfactory
29.33,67.08,11.54,39.1,25.12,11.21,0.58,15.11,43.64,Satisfactory
34.96,81.64,15.51,43.63,29.83,13.12,0.68,11.95,43.46,Satisfactory
38.84,82.74,9.92,40.59,24.69,14.87,0.57,17.4,54.87,Moderate
39.57,84.55,10.16,39.12,25.68,12.97,0.59,16.53,50.7,Satisfactory
44.44,83.57,10.18,35.39,27.05,14.36,0.59,22.05,55.83,Satisfactory
61.84,115.98,8.87,42.21,29.64,16.04,0.63,27.55,71.54,Moderate
57.58,109.26,8.88,42.84,29.99,15.71,0.74,21.15,53.74,Moderate
55.36,107.88,9.34,37.83,27.59,16.47,0.74,17.25,59.62,Moderate
58.41,118.47,10.25,39.01,28.97,19.2,0.83,20.01,44.16,Moderate
51.08,100.21,8.07,36.07,25.3,22.73,0.68,16.76,48.8,Moderate
41.31,82.13,11.53,34.29,27.1,22.81,0.58,13.31,43.11,Satisfactory
37.72,80.34,9.97,33.87,25.49,15.71,0.61,14.81,37.36,Satisfactory
66.82,71.59,10.05,32.58,24.83,13.28,0.65,11.42,37.79,Moderate
36.53,77.41,9.41,34.18,25.29,15.87,0.72,10.46,39.81,Moderate
43.64,89.51,7.6,36.84,25.21,14.27,0.82,10.05,42.8,Satisfactory
44.65,87.99,10.73,39.07,28.86,15.12,0.81,8.34,40.93,Moderate
40.48,75.97,6.79,32.25,22.12,13.03,0.7,14.21,51.0,Moderate
96.83,88.36,11.04,37.91,28.39,14.6,0.76,18.61,39.92,Moderate
69.5,125.61,6.26,35.4,23.41,18.59,0.76,12.78,60.26,Moderate
70.91,133.01,5.34,37.5,24.28,16.11,0.71,13.35,68.38,Moderate
84.08,137.59,8.98,50.36,31.34,20.0,0.9,10.47,52.91,Moderate
73.25,145.39,9.81,52.99,33.05,16.73,0.86,15.16,55.76,Moderate
91.39,144.06,10.31,54.18,36.36,14.78,0.9,16.7,56.56,Moderate
66.49,122.5,7.04,45.7,29.33,13.66,0.81,15.0,67.32,Moderate
64.72,121.51,9.05,45.03,30.5,13.13,0.82,14.09,60.26,Moderate
70.03,128.64,8.67,37.15,26.11,16.99,0.8,14.25,59.62,Moderate
69.44,123.66,7.02,35.14,23.91,16.25,0.76,10.97,65.3,Moderate
70.83,125.86,7.22,38.05,25.61,13.39,0.8,9.54,63.84,Moderate
70.47,119.15,6.46,37.31,24.68,14.3,0.78,12.21,67.63,Moderate
58.07,96.64,6.29,29.67,20.52,13.51,0.7,13.2,60.14,Moderate
51.81,85.9,6.0,30.32,20.6,13.05,0.72,13.15,48.64,Satisfactory
69.33,127.59,7.77,40.86,27.61,14.4,0.91,16.11,48.33,Moderate
74.79,153.15,2.82,39.18,22.87,15.55,0.8,24.61,61.72,Moderate
67.7,149.05,3.04,38.26,22.57,14.5,0.77,19.03,59.43,Moderate
48.99,108.63,4.44,37.26,23.47,11.86,0.69,22.76,39.78,Moderate
55.7,117.26,8.39,48.48,32.65,12.57,1.05,22.48,44.73,Moderate
66.78,140.38,12.01,62.23,42.71,16.12,1.19,12.94,54.6,Moderate
69.33,136.56,7.91,50.13,33.14,20.13,1.0,8.51,48.7,Moderate
66.12,120.92,2.4,39.48,22.84,18.6,0.92,7.88,48.56,Moderate
68.48,119.88,3.5,38.85,23.42,18.09,0.77,7.52,42.62,Moderate
68.87,131.11,7.78,48.12,31.68,15.3,0.88,8.56,42.31,Moderate
71.38,142.76,8.44,47.26,31.63,15.98,0.8,12.3,46.91,Moderate
73.33,143.78,3.67,37.36,23.1,16.89,0.59,22.04,56.42,Moderate
59.35,130.67,8.22,49.48,32.53,14.23,0.7,24.06,45.37,Moderate
88.14,152.17,16.01,67.71,48.21,17.75,1.33,21.88,43.0,Moderate
74.94,148.17,18.07,68.63,50.51,20.76,1.4,16.67,51.64,Moderate
130.23,162.0,21.37,73.32,55.73,24.14,1.4,16.21,50.01,Moderate
82.05,170.76,10.07,65.66,42.69,24.8,1.26,15.01,57.5,Moderate
79.19,156.46,9.99,63.74,41.56,25.5,1.14,10.11,47.69,Moderate
76.47,144.94,8.37,56.9,36.68,24.11,1.13,8.51,38.5,Moderate
76.08,151.9,8.2,53.18,34.06,24.77,0.87,18.35,53.45,Moderate
63.18,129.4,6.1,55.68,34.05,17.06,0.85,16.26,47.38,Moderate
68.65,139.18,10.23,60.71,39.96,16.52,0.93,14.18,47.22,Moderate
112.35,152.12,12.65,67.12,45.17,18.82,1.09,10.66,49.58,Moderate
65.09,132.99,15.07,67.32,47.61,17.46,1.1,9.62,41.64,Moderate
68.45,126.76,13.13,62.26,43.33,18.74,1.02,8.17,39.55,Moderate
57.7,119.64,10.55,54.46,36.98,25.09,0.99,11.25,38.93,Moderate
68.55,135.87,5.81,51.51,31.23,22.84,0.92,9.44,51.26,Moderate
77.77,149.51,5.35,46.8,28.9,23.34,0.83,10.52,56.84,Moderate
79.18,164.76,10.82,60.89,40.67,25.77,1.0,17.34,58.03,Moderate
76.33,160.28,12.4,63.88,41.36,23.67,1.05,15.67,52.74,Moderate
73.15,150.95,9.24,63.11,40.73,23.17,1.1,12.81,47.04,Moderate
72.41,144.54,8.91,55.39,36.43,22.16,1.03,11.62,50.17,Moderate
